track_id,spotify_id,genre,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_var,mfccs_2_var,mfccs_3_var,mfccs_4_var,mfccs_5_var,mfccs_6_var,mfccs_7_var,mfccs_8_var,mfccs_9_var,mfccs_10_var,mfccs_11_var,mfccs_12_var,mfccs_13_var,mfccs_14_var,mfccs_15_var,mfccs_16_var,mfccs_17_var,mfccs_18_var,mfccs_19_var,mfccs_20_var
TRAUYOD128F42647FE,0LHpJKjRIc75pjuOlZSQFe,Blues,0.34728748,0.08950995,0.10279513,0.00083986076,2421.918777286621,597275.3170824937,2395.8719511443965,299519.37623036257,5056.417043585527,2959795.084894529,0.12974697485902256,0.0019732036209947497,1.908427e-06,0.006008863,7.5467956e-06,0.0030702944,143.5546875,-123.4348,83.88493,-11.5517235,41.22731,16.790405,12.677882,0.14420307,9.33743,6.201326,5.5906625,-10.779895,0.09955557,0.27363402,0.15587954,-9.266603,-2.5534987,-1.2827274,-0.8926153,-5.6141534,-5.701297,3923.4536,820.19434,546.29877,208.6916,84.211395,60.789753,66.43217,55.9442,55.479134,71.74091,64.41478,82.78629,77.88082,86.10038,58.408955,57.755295,84.27156,101.70922,80.31084,65.504196
TRAYHQV128F4266D63,03r79rFDvvNWlqkCQfVbqD,Blues,0.32040846,0.08977248,0.22304597,0.0066234423,1739.48519715997,73292.18481030012,1346.2925007293286,26416.447186141282,3213.7091385690787,241005.9943555795,0.12673651903195488,0.0010622691876326631,3.4741623e-07,0.034200832,-1.2365299e-05,0.0102009075,112.34714673913044,-98.46386,159.54932,-91.674706,70.48139,-8.671697,3.7912092,3.511128,-16.093777,5.9433794,-16.864016,-2.062768,-2.3945632,-9.779604,-4.793844,-2.850978,3.9735723,-4.3677335,-7.906339,-0.1304896,1.2609309,2339.4094,402.87158,339.96344,203.24245,357.8064,246.35916,192.17728,119.86871,129.02795,95.76007,130.54741,127.829185,73.29063,105.6794,92.7111,100.13745,56.163284,84.23087,124.40687,126.53103
TRBVOHY128F92E6A11,0FdGbJUc56gpA7hSSMnfrg,Blues,0.39628604,0.087015785,0.20703615,0.00305016,2208.507422053301,299793.82357689965,2377.6362403106555,131698.11035174524,4621.624434621711,1601237.5613163714,0.10511263510338346,0.001878993413751462,-0.00018178893,0.022212967,0.0002238642,0.012243942,107.666015625,-50.24013,89.51853,-4.041515,43.993782,12.342065,5.3310704,4.0154915,11.829102,-4.2419577,3.7075596,-0.058593865,2.1955628,-1.6921177,0.05809824,-4.468347,1.4594913,-0.81636417,5.5165777,1.4614159,-0.17506306,1806.5266,452.89728,215.14307,89.139496,78.64801,76.76816,71.242775,50.834583,41.23376,46.605404,54.68584,53.189907,53.855106,44.86003,51.199116,73.473595,57.16793,56.02942,48.84973,58.86316
TRCPUIL128F931ACAF,0m6QekzH1N0TRjehLbq79w,Blues,0.5177181,0.069738396,0.28587368,0.005052157,3305.5264704497495,324226.0027417368,2974.042457411589,56590.405561681415,7052.528782894737,729728.3508473816,0.13490146264097744,0.0028408644015930963,-3.4024065e-06,0.05108089,-0.00016194288,0.014189709,73.828125,15.549483,51.872612,3.0190196,23.590382,9.340527,16.966675,3.035841,10.519676,2.2132945,11.2509165,1.8263677,7.147895,0.49474657,7.775728,1.0492262,4.4395447,-1.4976405,2.8825247,-0.9398105,4.4450355,1234.9474,328.09033,202.07845,114.224655,96.6307,46.61913,45.2462,39.52335,45.531857,34.29402,33.41665,32.13242,37.33447,38.54047,31.378744,18.803913,25.7171,27.071281,31.693863,30.008602
TRCQEDW128E078F467,0m7GMq2WzwF5xP4V5e4zlh,Blues,0.34104592,0.08563333,0.13480724,0.00067377783,2039.7811702514537,182811.75895625542,2146.803237724415,140269.61716852585,4059.8183079769738,1150496.3575076528,0.10470145089285714,0.0016979607808474695,-2.397133e-06,0.010496824,8.062468e-06,0.0029240083,151.99908088235293,-87.8136,101.46192,-19.031225,36.220592,10.296688,3.5922818,-9.646585,4.1257524,5.8684154,3.282524,2.8789494,3.1132157,-5.047259,-4.078896,-1.9039268,-0.13998598,-4.11842,-0.6739556,-3.4129333,0.9143486,1213.8275,463.78836,604.74,185.41309,99.45111,131.16098,64.61065,43.144684,75.8609,51.12499,32.791912,39.032166,56.24538,41.12831,58.053505,52.566845,76.91692,67.10843,71.73354,64.277596
TRCQIRC12903CD9446,06NfzRcjMmcxUkZ65r5T9g,Blues,0.4902582,0.07067002,0.28783628,0.008663551,3022.6068843791177,519639.6530219629,2732.4932958636805,77641.12962169328,6266.0811574835525,1692405.9584299284,0.16577699130639098,0.005247505505430441,8.732556e-06,0.0315065,-8.775084e-05,0.027496604,135.99917763157896,25.863564,63.89434,-13.09352,21.297823,15.801682,11.795837,2.3759995,9.996257,2.2111852,8.522981,-2.495645,8.93979,-1.3019682,3.946824,-0.3969744,4.1174636,1.5452443,5.045809,1.8884783,6.1240306,1977.1849,601.9393,215.24876,165.1322,152.6756,104.79365,81.135056,73.15615,58.673935,66.608284,38.232384,37.49714,31.29975,38.913292,34.508186,37.4871,35.97353,33.031868,47.63343,40.075516
TRCQSGB128F9325176,1HGnml6ufrYuGj5y5tk0pe,Blues,0.4436331,0.07412543,0.13346969,0.004939566,524.1744345481718,44118.709031858205,787.6991928531386,53321.76646768203,1011.9795949835526,409007.4347855312,0.02710878759398496,0.00025414202089151726,2.7990623e-06,0.01974969,-1.7344904e-05,0.0005097063,107.666015625,-284.19562,198.89182,35.074577,36.96037,24.788883,-14.389925,-7.1455226,7.9958496,1.2040926,-6.889923,0.2501222,6.3665595,-0.30493146,-1.7565936,4.5269585,4.210673,1.9207399,6.934516,6.528743,-0.54839504,2699.6018,427.0236,1618.9434,369.2364,376.8837,79.90804,76.50803,54.52936,45.62905,60.36895,34.529743,40.740074,31.686024,36.82713,39.34302,26.688175,37.99789,46.492756,55.583332,30.980433
TRCRAIR128F935713E,00WtXMHvd6UgTgzFBQKMrX,Blues,0.30597028,0.091225944,0.21255797,0.0040525533,2134.318877646822,127184.30896678982,2291.2653747162444,77816.74727585523,4452.030222039473,834814.7410005744,0.10320723684210527,0.0004827437497053309,3.2424495e-07,0.026428705,-1.9896706e-05,0.010149601,151.99908088235293,-32.028374,102.14717,-13.262907,13.824367,-9.079741,9.46563,-3.008683,1.5278155,-2.1615467,1.8063749,-1.1715187,3.5089927,-1.6146119,0.32673794,-1.94307,2.6332712,-1.7276921,1.0057011,0.8048678,3.992339,1481.6827,311.17755,253.33385,156.95451,70.283066,88.788956,50.563107,59.11556,74.51523,48.89801,50.968502,59.2235,49.80687,58.44496,71.01758,62.652416,38.270264,50.270264,72.47666,50.44599
TRCRUHY128F930FFF8,05OETNd1vpYstkGTUK3REp,Blues,0.41150117,0.075057685,0.28546143,0.0010387445,2726.386318498335,162258.93773149693,2552.272865155394,45624.097162348924,5552.975945723684,623125.3515980581,0.13191670582706766,0.0011853927255613564,-1.5261907e-05,0.049018558,-0.00012517188,0.010350756,129.19921875,22.603098,71.08554,-11.241388,37.275227,-2.8298733,9.057808,3.2325256,14.7326355,4.235565,9.572879,-0.71285135,11.822226,1.524916,3.126123,-6.0871,2.376869,-4.621734,3.1258926,0.2024213,3.7672284,360.15335,222.6644,120.116905,115.64803,65.2795,42.120213,58.667976,47.640686,35.31855,36.021324,38.010952,46.799263,34.61764,35.425186,37.32348,32.691566,34.69066,36.01396,33.871872,38.638348
TRCSJKR128F92C2E38,0QDjfgOdzWumwTTaTjDi13,Blues,0.40591416,0.0783483,0.24294396,0.0005159638,2666.9826031531966,80019.19189812521,2481.2696726996796,28195.016257551375,5363.872327302632,402256.13566316734,0.12668879229323307,0.000490713876990252,7.1180048e-06,0.039030418,0.0002741127,0.007879662,78.30255681818181,7.143801,69.77238,-23.139832,30.777351,1.3879187,5.1994295,1.5624722,16.344582,2.6183155,10.757002,4.5703435,5.5364027,-4.367621,1.7847829,-6.6321325,1.0104172,-6.8067083,-0.22785543,-1.5379785,-3.7258725,253.30916,147.56726,136.90761,84.55953,49.04209,40.095356,36.338215,33.521564,39.588543,59.885498,25.358534,33.23226,34.69283,28.102428,39.40999,34.518646,46.978867,34.31955,27.352945,32.70397
TRCTCLO128F9339FC8,02ceexsnZa8UQJimRy12eb,Blues,0.4515231,0.07122684,0.19328812,0.0013809508,2613.7095381829454,291753.36927197373,2372.0269910912107,122985.84210310203,4972.469932154605,1182112.3130202622,0.1500491952537594,0.002386476706606664,-5.232819e-06,0.022678882,-4.5983175e-05,0.0051057804,123.046875,-10.626927,79.78532,-25.565136,30.664654,3.6908426,6.8045745,-3.0898938,1.3972428,2.4509726,-6.2510757,0.5460388,9.739744,-3.526833,-4.5121336,-0.8751486,-5.853467,-5.619095,-4.0748296,-10.342786,0.25914255,2233.164,954.5804,214.914,170.82336,89.25338,29.213997,41.26981,26.068384,51.739887,35.506004,35.74745,31.712267,31.05562,33.85128,71.60418,58.066414,24.290134,48.074234,28.549158,37.353928
TRCTNIW128F9300B00,6WOLY74q1vXqwDiGxtaFob,Blues,0.3132609,0.08723258,0.1945467,0.0018456226,1155.5571047905746,90395.55737184828,1537.7571759440684,93388.7031982155,2278.5528885690787,422698.12322719616,0.056089931860902255,0.0005767629147788979,8.9394935e-06,0.034076393,-2.9060377e-05,0.0011151532,95.703125,-135.60887,160.26509,-18.427631,31.398254,8.780345,1.6962286,-4.8868318,-2.959765,-4.436137,-10.938315,-11.133321,-6.811541,-11.356816,-0.47676,1.881891,-6.4135823,-5.0292826,-2.8206081,-9.271171,-4.0050445,676.4747,382.93204,173.96255,95.18519,98.24689,89.14492,54.28032,77.44703,42.78209,54.971127,60.971138,54.64512,45.66188,85.51655,75.78922,44.166553,31.102396,70.72339,64.642265,56.71505
TRCWLAL12903CD44FD,2SSBJhvMsujY94GK5JAtKs,Blues,0.4727173,0.07949851,0.17439105,0.0022321078,1823.7371417585043,603643.16085493,2229.6640512899485,242494.54498963227,3992.5472861842104,2899496.2197129424,0.0642585467575188,0.002846305316013049,-1.9643383e-06,0.018882614,-4.1464766e-05,0.0045656757,95.703125,-94.35187,111.37211,-4.9871817,25.006176,11.078933,20.99665,5.3504386,13.571893,7.870809,4.141295,2.3521993,3.5074935,-0.93424666,5.4968414,-0.6109866,4.872881,-3.6117976,2.2407212,-1.9348787,-3.1054654,5203.7295,1061.4509,433.3404,134.08405,79.41862,58.373936,86.44112,47.31474,47.015697,39.383915,43.308548,48.969513,44.59346,39.99152,32.41207,40.98891,31.693308,37.91087,33.544785,26.713318
TRCWWBE128F92FB877,0qA63dNzvAC897xYsHJQNq,Blues,0.37955806,0.089904614,0.20457035,0.0033568514,1764.995021152963,593525.0865681216,2344.958309695016,301711.6725493092,4034.3994140625,4040799.945718364,0.057206003289473686,0.0011707278735844288,-1.2070082e-06,0.025525646,2.6023961e-05,0.008161654,117.45383522727273,-98.24045,116.512924,24.5184,23.046167,1.6414797,20.801796,5.2458963,4.0862775,-7.315983,8.466267,-1.0531696,3.3788958,-0.7682805,3.999296,-3.738919,0.67797923,-3.8572483,2.1108007,-1.907631,0.2638999,2999.6401,821.6707,373.39264,254.11308,286.12823,99.83005,107.049446,119.32668,112.26384,101.35734,68.943214,69.8504,75.20201,55.174694,63.538723,56.229828,46.3207,46.99503,68.672165,45.882233
TRCXXKB12903CE4F4C,05coDQSimpXy08seOnVaqD,Blues,0.2526937,0.089888535,0.0435146,0.0004435832,1080.8060742964067,37105.753512331845,1207.318435871542,23701.7796345908,1926.8978721217106,164295.60089375504,0.05619272791353384,0.0003663473384282892,-0.00041932828,0.0015166918,-0.00019175759,0.00033105246,198.76802884615384,-300.49042,173.59363,-43.54154,18.594074,-1.2458615,5.819806,-10.292294,-12.378272,-17.67853,-15.098074,-8.157197,-13.323783,-13.434755,-11.6989565,-7.183637,-7.8390317,-6.601299,-1.454525,0.47330588,-3.2741742,1498.7592,227.69508,309.64462,144.14195,92.27469,56.121983,32.44178,40.952587,78.76307,39.534237,55.212006,95.45774,50.8706,61.719543,44.37303,44.24416,48.35873,43.58697,59.844337,66.90531
TRDADSI128F42BC0B5,00I32MyXVHRZoBnA8G5aG1,Blues,0.32946584,0.08819917,0.1065315,0.0036673099,2580.607539880155,503708.55432773754,2383.0930844293307,139961.6317422986,5104.178659539473,2165745.574879844,0.13534201715225563,0.0033641608481531434,-0.00039297985,0.0053723333,-0.0007362528,0.0052831545,151.99908088235293,-132.71341,74.215935,-22.613997,13.228901,-4.9503145,5.765491,-2.338409,3.2682922,-3.4937418,1.8696482,-2.0191398,2.1924455,-4.248054,4.5424824,-2.580183,-0.015894495,-0.024742471,6.7465076,3.1241639,5.380612,18064.41,1147.4409,549.1541,383.13058,127.284454,139.00787,132.64735,99.61704,64.31764,97.715385,87.92761,78.24906,68.724434,59.22692,64.99038,84.94211,98.16554,143.51057,172.29185,97.7167
TRDDEDH128F9308E9F,0JPOd168ASvF1xq6pmddXy,Blues,0.48390862,0.07046711,0.2791385,0.0125848865,2886.301950921865,802249.1147017819,2463.2294223574418,266041.5282984351,5729.208213404605,2500824.6367988167,0.16833220747180452,0.00574972631029738,1.3968092e-05,0.03606101,0.0001212138,0.022933222,103.359375,17.195404,75.33651,-17.868914,32.724815,-2.126419,8.927771,0.17026755,7.0129504,-2.3673472,8.538677,2.6238492,4.509737,-0.2746372,0.8938933,-5.152161,1.9627718,-1.1942129,2.7303421,-3.0379674,2.3439162,11235.969,1235.8516,578.5841,226.78503,125.58986,43.332497,80.29316,65.845726,43.351135,48.519985,34.59146,58.10401,27.012222,39.58104,33.932823,62.117123,33.007393,41.45287,31.55911,28.685917
TRDLAJC12903D081BF,00iE3fyhRyh9MRffHkjAQa,Blues,0.2648259,0.07957657,0.11259886,0.0016293717,2021.0529938089453,128631.78350956514,1897.3003775097147,21190.573268728716,3836.229183799342,257739.5079935026,0.11649729793233082,0.001593357200262417,9.922126e-07,0.008028507,-6.0565067e-06,0.0024312446,161.4990234375,-128.28572,103.899345,-32.14188,53.03546,-10.382957,1.7602403,-12.473819,-2.5498345,-15.413582,-5.2613735,-8.877908,6.131658,-7.613794,-7.8128543,-8.762018,-5.6136174,-7.910749,-3.4654458,-10.197809,-3.1108792,2133.1724,489.68857,107.362625,91.71974,120.72248,96.02284,78.10044,68.45941,62.77385,40.616653,55.47508,47.609318,54.385498,56.910427,49.101013,41.8847,65.84848,58.90291,57.291275,42.085922
TRDNOZL128F4235294,41MFscsRs7TXp9ReR72TYU,Blues,0.4066575,0.079404145,0.25085634,0.004342478,2679.430158357209,853990.8855343603,2429.4142241574873,207078.88377815025,5274.0966796875,2705583.693416495,0.14778401080827067,0.0062463691798118545,-8.717494e-06,0.032407433,-0.0001323727,0.016678482,112.34714673913044,0.73128563,83.35371,-20.725744,18.6066,-2.8745117,7.227839,-1.0300465,2.5848033,-5.284896,7.091798,-1.8946428,3.6843812,-7.3916326,3.1492383,-1.7042842,2.2005858,-5.068708,3.592258,-5.256108,1.6348393,2603.4268,1023.2002,461.0259,180.07498,107.154205,67.304085,73.73273,90.63688,68.543884,85.10958,58.10672,69.37359,51.63343,59.479618,42.400135,50.20757,42.61184,46.160908,44.661083,64.83331
TREDEHW128F427C0F4,1nMigqnI4NON2HNZIFSHIZ,Blues,0.4521247,0.073393755,0.17151344,0.0008980965,2276.680242837194,120549.35747736375,2366.9459214996214,60163.23790161607,4591.834138569079,811144.4462204244,0.10927954652255639,0.000622539443706629,1.7608346e-06,0.016811917,0.00022394177,0.0031471944,143.5546875,-42.503834,90.36002,-25.098656,34.490437,12.089659,13.118533,10.547219,15.231751,-3.4598227,5.207848,-5.635473,5.2584763,-7.0833282,1.6754947,-8.232688,0.0788631,-4.580111,-0.6562184,-7.8510146,6.327892,215.14647,212.0613,121.2629,51.80591,56.180714,41.0877,40.739937,40.215626,40.71366,42.01354,35.6715,33.57725,26.50405,27.95222,27.385218,28.95409,27.361963,22.79356,24.215197,24.412716
TREKSOC128F935172C,0rNUGUBibZ5yB3VAbjYEzN,Blues,0.41332418,0.082605615,0.15547419,0.0021909117,1266.7146979255285,264170.914674946,1764.481561881897,266556.4799012829,2654.0887129934213,1884726.553049114,0.04531837406015038,0.0004700723460776101,0.00027901152,0.015570169,0.0020666746,0.0044694087,129.19921875,-141.31262,149.51624,-5.139567,37.15759,19.011116,14.717591,2.8071423,1.4446354,-2.2762125,2.5763135,-1.8786961,1.5389134,-7.2140656,0.6419091,-1.9796798,-1.3299608,-4.4180126,-0.10185041,-9.180233,0.7073235,2411.7332,1009.0013,496.97974,224.9828,86.12498,107.62227,102.249176,60.745033,42.465073,83.8901,73.02219,93.83754,60.69507,46.984875,57.517536,50.72961,37.552204,46.13158,52.519596,41.03842
TREUZOI128F92D2C49,2OCpoUUjefeFnYHnxAF5rY,Blues,0.3596979,0.092161156,0.09661988,0.0016454116,2200.7135687647824,643734.5202030019,2369.760360536292,159533.71582107092,4503.920384457237,2758935.3578539765,0.1029061912593985,0.0042785752304157374,-0.0014809225,0.0052694366,-0.0014576699,0.0030845364,66.25600961538461,-145.09521,99.79086,-11.017299,14.235713,3.8925002,3.9120152,-1.1805253,-0.6672462,-5.2644234,2.1458337,-7.080123,-2.5877662,-7.5133,5.011458,-1.6766413,6.101335,-3.837183,1.3010114,-4.519092,-0.515139,6955.1064,985.15784,490.84497,448.32672,240.17012,330.15884,136.05154,160.56725,110.92438,129.2911,104.95601,137.75566,96.429794,60.586903,62.680767,74.667046,85.56554,83.619446,62.877937,68.63037
TREZQKM128F930EBD0,0110k1Zi0WzhjpmXKixbor,Blues,0.36825508,0.08888967,0.050542116,0.00066738785,2635.610417880199,232820.76794174357,2288.6899991956834,41192.56535238784,5009.3030427631575,547466.8136693105,0.15108816964285715,0.0029372247025994816,4.5040917e-05,0.0020337163,0.00021285632,0.0005216101,103.359375,-169.1429,73.17547,-23.140453,39.87284,-10.774739,9.3870535,-8.376989,-1.5277388,-6.8294864,4.7478414,-9.731805,-0.7437734,-8.501672,-1.7540414,-9.175207,-2.889913,-8.594108,1.2488959,-8.024406,-2.3076084,2650.0398,466.4849,170.23126,81.648575,58.925415,64.324936,37.893356,38.885773,32.40173,41.2145,36.13708,57.813534,54.69921,51.379852,51.448967,51.3569,73.67583,56.104572,52.30841,44.119324
